PC Adult,section_name,row_name,seat,Last Seat,Timestamp,20-Game Plan,10-Game Plan,Pick Plan,tickets_sold,Total Sold,20-Game Plan $,10-Game Plan $,Pick Plan $,Group $,gross_revenue
9,VIP25,1,17,18,44316,0,0,2,0,2,0,0,3335,0,0
9,VIP25,4,8,9,44316,4,0,0,0,4,10948,0,0,0,0
A,9,17,10,11,44316,2,0,0,0,2,996,0,0,0,0
A,9,17,11,11,44316,0,0,0,1,1,0,0,0,0,1250
A,23,12,1,2,44316,2,0,0,0,2,855,0,0,0,0
A,23,12,1,4,44316,4,0,0,0,4,1709,0,0,0,0
A,23,12,3,4,44316,2,0,0,0,2,855,0,0,0,0
A,23,15,11,12,44316,4,0,0,0,4,4863,0,0,0,0
A,25,12,15,15,44316,1,0,0,0,1,1397,0,0,0,0
A,25,12,15,18,44316,4,0,0,0,4,4005,0,0,0,0
A,25,12,16,18,44316,3,0,0,0,3,4190,0,0,0,0
A,25,15,8,9,44316,4,0,0,0,4,4810,0,0,0,0
B,6,11,1,2,44316,0,0,0,2,2,0,0,0,0,3140
B,8,12,3,6,44316,8,0,0,0,8,9726,0,0,0,0
B,8,12,15,16,44316,0,4,0,0,4,0,4110,0,0,0
B,8,14,9,10,44316,4,0,0,0,4,4863,0,0,0,0
B,8,16,3,4,44316,2,0,0,0,2,2772,0,0,0,0
B,8,16,13,15,44316,0,0,0,3,3,0,0,0,0,2325
B,8,16,13,16,44316,0,0,0,0,0,0,0,0,0,0
B,8,16,16,16,44316,0,0,0,1,1,0,0,0,0,775
B,9,12,3,4,44316,4,0,0,0,4,4863,0,0,0,0
B,9,12,15,16,44316,4,0,0,0,4,4863,0,0,0,0
B,9,14,9,10,44316,4,0,0,0,4,4863,0,0,0,0
B,9,16,3,6,44316,8,0,0,0,8,9726,0,0,0,0
B,9,16,15,16,44316,4,0,0,0,4,4863,0,0,0,0
B,10,11,1,1,44316,1,0,0,0,1,1481,0,0,0,0
B,10,11,1,2,44316,2,0,0,0,2,2282,0,0,0,0
B,10,11,2,2,44316,1,0,0,0,1,1481,0,0,0,0
B,10,11,7,8,44316,0,0,0,2,2,0,0,0,0,3140
B,22,13,3,4,44316,4,0,0,0,4,4863,0,0,0,0
B,22,15,7,8,44316,0,0,0,4,4,0,0,0,0,2469
B,22,17,1,2,44316,4,0,0,0,4,4863,0,0,0,0
B,22,20,1,2,44316,0,0,0,2,2,0,0,0,0,743
B,23,11,9,10,44316,4,0,0,0,4,4863,0,0,0,0
B,23,13,15,16,44316,4,0,0,0,4,4863,0,0,0,0
B,23,17,15,16,44316,4,0,0,0,4,4863,0,0,0,0
B,23WC,19W,9,10,44316,2,0,0,0,2,2091,0,0,0,0
B,24,11,9,10,44316,4,0,0,0,4,4863,0,0,0,0
B,24,13,3,4,44316,0,0,0,2,2,0,0,0,0,3140
B,24,13,15,16,44316,4,0,0,0,4,4863,0,0,0,0
B,24,15,9,10,44316,4,0,0,0,4,4863,0,0,0,0
B,24,17,3,4,44316,4,0,0,0,4,4863,0,0,0,0
B,24,17,15,16,44316,4,0,0,0,4,4863,0,0,0,0
B,24,18,9,10,44316,4,0,0,0,4,4863,0,0,0,0
B,25,11,10,10,44316,1,0,0,0,1,1386,0,0,0,0
B,25,11,10,11,44316,2,0,0,0,2,2091,0,0,0,0
B,25,11,11,11,44316,1,0,0,0,1,1386,0,0,0,0
B,25,13,3,4,44316,0,0,0,2,2,0,0,0,0,1468
B,25,17,3,4,44316,4,0,0,0,4,4863,0,0,0,0
B,26,12,1,2,44316,4,0,0,0,4,4863,0,0,0,0
B,26,12,7,8,44316,0,0,0,2,2,0,0,0,0,3140
C,8,8,1,2,44316,0,0,0,4,4,0,0,0,0,5681
C,8,8,8,8,44316,1,0,0,0,1,1532,0,0,0,0
C,8,8,8,11,44316,0,0,0,4,4,0,0,0,0,7600
C,8,8,9,9,44316,1,0,0,0,1,1532,0,0,0,0
C,8,8,10,10,44316,1,0,0,0,1,1532,0,0,0,0
C,8,8,11,11,44316,1,0,0,0,1,1532,0,0,0,0
C,8,8,17,18,44316,0,0,0,4,4,0,0,0,0,6804
C,VIP24,1,3,3,44316,2,0,0,0,2,6104,0,0,0,0
C,VIP24,1,4,4,44316,2,0,0,0,2,6104,0,0,0,0
C,VIP24,1,5,6,44316,4,0,0,0,4,12208,0,0,0,0
C,VIP24,1,15,15,44316,1,0,0,0,1,2400,0,0,0,0
C,VIP24,1,15,16,44316,2,0,0,0,2,7409,0,0,0,0
C,VIP24,1,16,16,44316,1,0,0,0,1,2400,0,0,0,0
C,VIP24,3,9,10,44316,4,0,0,0,4,7589,0,0,0,0
D,19,4,7,8,44316,4,0,0,0,4,1728,0,0,0,0
D,19,4,12,13,44316,0,0,0,4,4,0,0,0,0,1840
D,19,6,5,6,44316,0,0,0,4,4,0,0,0,0,1840
D,19,8,13,16,44316,0,0,0,4,4,0,0,0,0,1580
D,19,8,14,16,44316,0,0,0,3,3,0,0,0,0,1335
D,19,9,7,7,44316,0,0,0,1,1,0,0,0,0,265
D,19,9,7,8,44316,0,0,0,0,0,0,0,0,0,0
D,19,9,8,8,44316,0,0,0,1,1,0,0,0,0,265
D,20,4,1,2,44316,4,0,0,0,4,1728,0,0,0,0
D,20,7,3,4,44316,0,0,0,4,4,0,0,0,0,1840
D,28,8,3,4,44316,0,0,0,4,4,0,0,0,0,2670
D,28,10,1,2,44316,4,0,0,0,4,1728,0,0,0,0
D,29,6,5,6,44316,0,0,0,4,4,0,0,0,0,1640
D,29,9,3,4,44316,0,0,0,0,0,0,0,0,0,0
D,29,9,10,10,44316,0,0,0,2,2,0,0,0,0,660
D,29,9,11,11,44316,0,0,0,2,2,0,0,0,0,660
E,8,11,10,11,44316,4,0,0,0,4,4919,0,0,0,0
E,8,17,8,9,44316,4,0,0,0,4,1709,0,0,0,0
E,8WC,19W,1,1,44316,0,0,0,1,1,0,0,0,0,445
E,8WC,19W,2,2,44316,0,0,0,1,1,0,0,0,0,445
E,8WC,19W,11,12,44316,0,0,0,2,2,0,0,0,0,890
F,3,12,1,4,44316,0,0,0,4,4,0,0,0,0,1660
F,3,12,13,14,44316,0,0,0,4,4,0,0,0,0,1580
F,3,14,9,10,44316,0,0,0,4,4,0,0,0,0,2950
F,3,16,3,4,44316,0,0,0,4,4,0,0,0,0,2740
F,3,16,8,9,44316,4,0,0,0,4,1555,0,0,0,0
F,3,16,14,17,44316,0,0,0,8,8,0,0,0,0,3120
F,3,18,1,2,44316,0,0,0,4,4,0,0,0,0,1672
F,3,18,23,24,44316,0,0,0,4,4,0,0,0,0,1672
F,3WC,19W,7,8,44316,0,0,0,2,2,0,0,0,0,1030
F,3WC,19W,7,10,44316,0,0,0,4,4,0,0,0,0,1400
F,3WC,19W,9,10,44316,0,0,0,2,2,0,0,0,0,1030
F,4,12,1,1,44316,0,0,0,1,1,0,0,0,0,395
F,4,12,1,2,44316,0,0,0,2,2,0,0,0,0,830
F,4,12,2,2,44316,0,0,0,1,1,0,0,0,0,395
F,4,12,8,9,44316,2,0,0,2,4,1346,0,0,0,830
F,4,14,5,6,44316,0,0,0,4,4,0,0,0,0,2950
F,4,16,1,4,44316,4,0,0,4,8,2692,0,0,0,1660
F,4,16,11,11,44316,0,0,0,2,2,0,0,0,0,660
F,4,16,12,12,44316,0,0,0,2,2,0,0,0,0,660
F,4,18,7,7,44316,0,0,0,1,1,0,0,0,0,265
F,4,18,7,8,44316,0,0,0,2,2,0,0,0,0,1600
F,4,18,8,8,44316,0,0,0,1,1,0,0,0,0,265
F,4,19,1,6,44316,6,0,0,0,6,6492,0,0,0,0
F,4,20,3,6,44316,0,0,0,4,4,0,0,0,0,1366
F,4,20,11,11,44316,0,0,0,1,1,0,0,0,0,265
F,4,20,11,12,44316,0,0,0,2,2,0,0,0,0,790
F,4,20,12,12,44316,0,0,0,1,1,0,0,0,0,265
F,12,13,1,2,44316,4,0,0,0,4,527,0,0,0,0
F,12,13,7,7,44316,0,0,0,1,1,0,0,0,0,375
F,12,13,7,10,44316,0,0,0,4,4,0,0,0,0,1660
F,12,13,8,8,44316,0,0,0,1,1,0,0,0,0,375
F,12,13,9,10,44316,0,0,0,2,2,0,0,0,0,750
F,12,15,6,7,44316,0,0,0,4,4,0,0,0,0,1320
F,12,16,4,4,44316,0,0,0,1,1,0,0,0,0,265
F,12,16,4,5,44316,0,0,0,2,2,0,0,0,0,790
F,12,16,5,5,44316,0,0,0,1,1,0,0,0,0,265
F,12,16,13,13,44316,0,0,0,1,1,0,0,0,0,375
F,12,16,13,14,44316,0,0,0,2,2,0,0,0,0,830
F,12,16,14,14,44316,0,0,0,1,1,0,0,0,0,375
F,12,18,12,13,44316,4,0,0,0,4,527,0,0,0,0
F,12,20,2,2,44316,0,0,0,1,1,0,0,0,0,265
F,12,20,3,3,44316,0,0,0,1,1,0,0,0,0,265
F,12,20,11,11,44316,0,0,0,2,2,0,0,0,0,660
F,12,20,12,12,44316,0,0,0,1,1,0,0,0,0,265
F,12,20,12,14,44316,0,0,0,3,3,0,0,0,0,1185
F,12,20,13,13,44316,0,0,0,1,1,0,0,0,0,265
F,12,20,14,14,44316,0,0,0,1,1,0,0,0,0,265
F,12,20,19,20,44316,0,0,0,4,4,0,0,0,0,1580
F,13,11,1,2,44316,4,0,0,0,4,1555,0,0,0,0
F,13,11,8,9,44316,4,0,0,0,4,1555,0,0,0,0
F,13,11,15,16,44316,4,0,0,0,4,1555,0,0,0,0
F,13,13,5,6,44316,4,0,0,0,4,1555,0,0,0,0
F,13,13,12,13,44316,4,0,0,0,4,1555,0,0,0,0
F,13,15,1,2,44316,4,0,0,0,4,1555,0,0,0,0
F,13,15,8,9,44316,4,0,0,0,4,1555,0,0,0,0
F,13,15,15,18,44316,8,0,0,0,8,3110,0,0,0,0
F,13,17,4,5,44316,4,0,0,0,4,1555,0,0,0,0
F,13,17,12,13,44316,4,0,0,0,4,1555,0,0,0,0
F,13,17,19,20,44316,4,0,0,0,4,1555,0,0,0,0
F,19,11,4,4,44316,0,0,0,1,1,0,0,0,0,265
F,19,11,4,5,44316,0,0,0,2,2,0,0,0,0,790
F,19,11,5,5,44316,0,0,0,1,1,0,0,0,0,265
F,19,12,9,10,44316,4,0,0,0,4,527,0,0,0,0
F,19,12,14,15,44316,0,0,0,4,4,0,0,0,0,1620
F,19,14,7,8,44316,0,0,0,4,4,0,0,0,0,2130
F,19,15,16,18,44316,0,0,0,3,3,0,0,0,0,1245
F,19,16,3,3,44316,0,0,0,1,1,0,0,0,0,265
F,19,16,3,4,44316,0,0,0,2,2,0,0,0,0,790
F,19,16,4,4,44316,0,0,0,1,1,0,0,0,0,265
F,19,17,9,10,44316,0,0,0,4,4,0,0,0,0,1320
F,19,18,15,16,44316,0,0,0,2,2,0,0,0,0,750
F,19,18,20,21,44316,0,0,0,0,0,0,0,0,0,0
F,19,20,3,6,44316,8,0,0,0,8,1055,0,0,0,0
F,19WC,19W,1,2,44316,0,0,0,2,2,0,0,0,0,830
F,20,11,4,5,44316,0,0,0,4,4,0,0,0,0,1628
F,20,13,7,8,44316,4,0,0,0,4,527,0,0,0,0
F,20,15,2,3,44316,0,0,0,4,4,0,0,0,0,1628
F,20,15,11,12,44316,0,0,0,4,4,0,0,0,0,1628
F,20,17,7,8,44316,0,0,0,4,4,0,0,0,0,1628
F,20,19,3,4,44316,0,0,0,4,4,0,0,0,0,1628
F,20,19,15,18,44316,0,0,0,8,8,0,0,0,0,3256
F,20,20,10,10,44316,0,0,0,1,1,0,0,0,0,1100
F,20,20,10,11,44316,0,0,0,2,2,0,0,0,0,750
F,20,20,11,11,44316,0,0,0,1,1,0,0,0,0,1100
F,28,12,6,6,44316,0,0,0,1,1,0,0,0,0,650
F,28,12,6,7,44316,0,0,0,0,0,0,0,0,0,0
F,28,12,7,7,44316,0,0,0,1,1,0,0,0,0,650
F,28,13,2,3,44316,0,0,0,4,4,0,0,0,0,1560
F,28,16,3,3,44316,0,0,0,2,2,0,0,0,0,1450
F,28,16,4,4,44316,0,0,0,2,2,0,0,0,0,1450
F,28,16,11,12,44316,0,0,0,4,4,0,0,0,0,2900
F,29,11,7,8,44316,0,0,0,4,4,0,0,0,0,1552
F,29,13,3,4,44316,4,0,0,0,4,1555,0,0,0,0
F,29,13,12,12,44316,0,0,0,1,1,0,0,0,0,265
F,29,13,12,13,44316,0,0,0,2,2,0,0,0,0,790
F,29,13,13,13,44316,0,0,0,1,1,0,0,0,0,265
F,29,15,7,7,44316,0,0,0,1,1,0,0,0,0,375
F,29,15,7,8,44316,0,0,0,2,2,0,0,0,0,810
F,29,15,8,8,44316,0,0,0,1,1,0,0,0,0,375
F,29,17,3,4,44316,0,0,0,0,0,0,0,0,0,0
F,29,17,12,13,44316,0,0,0,2,2,0,0,0,0,810
H,15,10,1,1,44316,0,0,0,1,1,0,0,0,0,425
H,15,10,1,2,44316,0,0,0,2,2,0,0,0,0,1100
H,15,10,2,2,44316,0,0,0,1,1,0,0,0,0,425
H,15,10,8,9,44316,0,0,0,2,2,0,0,0,0,810
H,16,2,6,7,44316,0,0,0,4,4,0,0,0,0,1620
H,16,4,9,10,44316,4,0,0,0,4,1728,0,0,0,0
H,16,6,6,6,44316,0,0,0,1,1,0,0,0,0,425
H,16,6,6,7,44316,0,0,0,2,2,0,0,0,0,650
H,16,6,7,7,44316,0,0,0,1,1,0,0,0,0,425
H,16,9,11,12,44316,0,0,0,2,2,0,0,0,0,850
H,16,10,1,3,44316,0,0,0,3,3,0,0,0,0,1275
H,16,10,16,17,44316,0,0,0,4,4,0,0,0,0,1620
H,17,2,1,2,44316,0,0,0,4,4,0,0,0,0,2200
H,17,8,1,1,44316,0,0,0,1,1,0,0,0,0,425
H,17,8,1,2,44316,0,0,0,2,2,0,0,0,0,750
H,17,8,2,2,44316,0,0,0,1,1,0,0,0,0,425
J,1,15,3,3,44316,0,0,0,1,1,0,0,0,0,595
J,1,15,3,4,44316,0,0,0,2,2,0,0,0,0,530
J,1,15,4,4,44316,0,0,0,1,1,0,0,0,0,595
J,1,15,15,18,44316,0,0,0,8,8,0,0,0,0,2640
J,1,17,8,8,44316,0,0,0,1,1,0,0,0,0,265
J,1,17,8,9,44316,0,0,0,2,2,0,0,0,0,1190
J,1,17,9,9,44316,0,0,0,1,1,0,0,0,0,265
J,1,18,14,14,44316,0,0,0,1,1,0,0,0,0,265
J,1,18,14,15,44316,0,0,0,2,2,0,0,0,0,790
J,1,18,15,15,44316,0,0,0,1,1,0,0,0,0,265
J,1,19,18,21,44316,0,0,0,8,8,0,0,0,0,2916
J,1,20,1,1,44316,0,0,0,1,1,0,0,0,0,265
J,1,20,1,2,44316,0,0,0,2,2,0,0,0,0,790
J,1,20,2,2,44316,0,0,0,1,1,0,0,0,0,265
J,1,20,10,10,44316,0,0,0,1,1,0,0,0,0,265
J,1,20,10,11,44316,0,0,0,2,2,0,0,0,0,1190
J,1,20,11,11,44316,0,0,0,1,1,0,0,0,0,265
J,15,12,6,7,44316,0,0,0,4,4,0,0,0,0,1520
J,15,13,1,2,44316,0,0,0,2,2,0,0,0,0,860
J,15,14,11,12,44316,0,0,0,4,4,0,0,0,0,1560
J,15,16,1,2,44316,4,0,0,0,4,1555,0,0,0,0
J,15,17,7,8,44316,0,0,0,4,4,0,0,0,0,2850
J,15,17,14,15,44316,0,0,0,2,2,0,0,0,0,860
J,15,19,1,1,44316,0,0,0,1,1,0,0,0,0,410
J,15,19,1,4,44316,0,0,0,4,4,0,0,0,0,4600
J,15,19,2,2,44316,0,0,0,1,1,0,0,0,0,410
J,15,19,3,3,44316,0,0,0,1,1,0,0,0,0,410
J,15,19,4,4,44316,0,0,0,1,1,0,0,0,0,410
J,15,19,13,14,44316,4,0,0,0,4,1555,0,0,0,0
J,16,12,9,10,44316,0,0,0,4,4,0,0,0,0,1458
J,16,14,3,4,44316,0,0,0,4,4,0,0,0,0,1458
J,16,14,15,18,44316,0,0,0,8,8,0,0,0,0,2916
J,16,16,9,10,44316,0,0,0,4,4,0,0,0,0,1458
J,16,17,1,1,44316,0,0,0,1,1,0,0,0,0,415
J,16,17,2,2,44316,0,0,0,1,1,0,0,0,0,415
J,16,17,3,3,44316,0,0,0,1,1,0,0,0,0,415
J,16,17,4,4,44316,0,0,0,1,1,0,0,0,0,415
J,16,17,17,17,44316,0,0,0,1,1,0,0,0,0,415
J,16,17,17,18,44316,0,0,0,2,2,0,0,0,0,710
J,16,18,13,14,44316,4,0,0,0,4,1555,0,0,0,0
J,17,12,1,2,44316,0,0,0,4,4,0,0,0,0,1520
J,17,12,7,7,44316,0,0,0,1,1,0,0,0,0,395
J,17,12,8,8,44316,0,0,0,1,1,0,0,0,0,395
J,17,14,10,10,44316,0,0,0,1,1,0,0,0,0,265
J,17,14,10,11,44316,0,0,0,2,2,0,0,0,0,790
J,17,14,11,11,44316,0,0,0,1,1,0,0,0,0,265
J,17,16,1,4,44316,0,0,0,8,8,0,0,0,0,3040
J,17,17,14,14,44316,0,0,0,1,1,0,0,0,0,265
J,17,17,14,15,44316,0,0,0,2,2,0,0,0,0,790
J,17,17,15,15,44316,0,0,0,1,1,0,0,0,0,265
J,17,19,9,9,44316,0,0,0,1,1,0,0,0,0,265
J,17,19,9,10,44316,0,0,0,2,2,0,0,0,0,790
J,17,19,10,10,44316,0,0,0,1,1,0,0,0,0,265
J,17,20,1,2,44316,0,0,0,2,2,0,0,0,0,2100
J,17,20,1,4,44316,0,0,0,4,4,0,0,0,0,1420
J,17,20,3,3,44316,0,0,0,1,1,0,0,0,0,1050
J,17,20,4,4,44316,0,0,0,1,1,0,0,0,0,1050
J,31,15,3,4,44316,0,0,0,4,4,0,0,0,0,1320
J,31,15,8,8,44316,0,0,0,1,1,0,0,0,0,265
J,31,15,8,11,44316,0,0,0,4,4,0,0,0,0,1580
J,31,15,9,9,44316,0,0,0,1,1,0,0,0,0,265
J,31,15,10,10,44316,0,0,0,1,1,0,0,0,0,265
J,31,15,11,11,44316,0,0,0,1,1,0,0,0,0,265
J,31,15,18,18,44316,0,0,0,1,1,0,0,0,0,265
J,31,15,18,19,44316,0,0,0,2,2,0,0,0,0,1190
J,31,15,19,19,44316,0,0,0,1,1,0,0,0,0,265
J,31,17,15,15,44316,0,0,0,1,1,0,0,0,0,265
J,31,17,15,16,44316,0,0,0,2,2,0,0,0,0,790
J,31,17,16,16,44316,0,0,0,1,1,0,0,0,0,265
J,31,18,7,7,44316,0,0,0,1,1,0,0,0,0,265
J,31,18,7,8,44316,0,0,0,2,2,0,0,0,0,1190
J,31,18,8,8,44316,0,0,0,1,1,0,0,0,0,265
J,31,18,27,27,44316,0,0,0,1,1,0,0,0,0,265
J,31,18,27,28,44316,0,0,0,2,2,0,0,0,0,1190
J,31,18,28,28,44316,0,0,0,1,1,0,0,0,0,265
J,31,20,2,2,44316,0,0,0,1,1,0,0,0,0,265
J,31,20,2,3,44316,0,0,0,2,2,0,0,0,0,790
J,31,20,3,3,44316,0,0,0,1,1,0,0,0,0,265
J,31,20,13,13,44316,0,0,0,1,1,0,0,0,0,265
J,31,20,13,14,44316,0,0,0,2,2,0,0,0,0,790
J,31,20,14,14,44316,0,0,0,1,1,0,0,0,0,265
J,31WC,19W,1,4,44316,0,0,0,4,4,0,0,0,0,1720
Grand Total,,,,,,460,4,14,497,975,1213571,4110,25939,0,303351
